Date,Sales
2019-08-16,146.1127611035347
2019-08-17,164.2348145370016
2019-08-18,233.97988744673378
2019-08-19,163.48166841414317
2019-08-20,210.82292947909875
2019-08-21,202.27859199519068
2019-08-22,167.41998261970915
2019-08-23,307.19720446626627
2019-08-24,231.69595111590056
2019-08-25,98.74287066711965
2019-08-26,209.32271573847137
2019-08-27,166.9106767615806
2019-08-28,242.6216667398112
2019-08-29,160.37396307836497
2019-08-30,194.26317792665506
2019-08-31,225.24936394902286
2019-09-01,243.2877597085061
2019-09-02,139.9851796472112
2019-09-03,183.27493820795257
2019-09-04,176.25273444195219
2019-09-05,167.3335383713144
2019-09-06,288.27271201405483
2019-09-07,220.2490855480478
2019-09-08,136.95580228324775
2019-09-09,245.8930973527388
2019-09-10,306.10780985063167
2019-09-11,251.62326302755736
2019-09-12,124.03150170229932
2019-09-13,175.78829635668743
2019-09-14,263.34555745933113
2019-09-15,164.61652671906097
2019-09-16,222.19097140731142
2019-09-17,238.73170267146685
2019-09-18,153.65347642109586
2019-09-19,197.02373219691
2019-09-20,37.936632996546365
2019-09-21,148.7806179332855
2019-09-22,187.371592430342
2019-09-23,137.6108409017575
2019-09-24,281.62056519658177
2019-09-25,128.49293110196837
2019-09-26,177.9977756651508
2019-09-27,206.53702886430457
2019-09-28,272.06366445330576
2019-09-29,128.20689244102803
2019-09-30,258.158187607748
2019-10-01,200.51165305097936
2019-10-02,150.92456744760244
2019-10-03,223.10517371316354
2019-10-04,209.9529847786735
2019-10-05,169.98915614206027
2019-10-06,203.49010424950094
2019-10-07,180.734320156912
2019-10-08,205.6758672625624
2019-10-09,233.10653372605233
2019-10-10,279.3008408072676
2019-10-11,138.10922505865756
2019-10-12,306.65166873281333
2019-10-13,102.39561002387491
2019-10-14,192.41074524822082
2019-10-15,229.41586032422882
2019-10-16,214.04959338675164
2019-10-17,168.8650240089703
2019-10-18,189.59388748213624
2019-10-19,175.34995326705837
2019-10-20,170.5317621527894
2019-10-21,242.48010485105124
2019-10-22,217.85077429825236
2019-10-23,165.3545202369673
2019-10-24,244.97999377166252
2019-10-25,215.36497604383047
2019-10-26,240.64310594194802
2019-10-27,231.48144209618061
2019-10-28,158.55024945389638
2019-10-29,171.9909479901515
2019-10-30,237.3646802561631
2019-10-31,230.51851327167324
2019-11-01,389.05235251556496
2019-11-02,345.13698864510286
2019-11-03,350.8899894490764
2019-11-04,170.44520196326556
2019-11-05,418.9925719621316
2019-11-06,234.30746870776144
2019-11-07,223.2999899603633
2019-11-08,395.8416598797451
2019-11-09,438.8609137029724
2019-11-10,396.04639454045264
2019-11-11,387.83030515981085
2019-11-12,324.8403657482494
2019-11-13,368.2342709159605
2019-11-14,314.84380576179785
2019-11-15,327.45597458319713
2019-11-16,297.66089143969083
2019-11-17,302.346073133655
2019-11-18,299.59926771717863
2019-11-19,247.8619627636554
2019-11-20,336.9010912164576
2019-11-21,245.76554585322492
2019-11-22,199.74692507457672
2019-11-23,313.76197098637255
2019-11-24,346.7789007442859
2019-11-25,386.8860823063917
2019-11-26,368.1499397033065
2019-11-27,236.5676372127272
2019-11-28,215.55215596289491
2019-11-29,341.42107542921497
2019-11-30,226.84241868286205
2019-12-01,339.77066067100657
2019-12-02,314.64921488587515
2019-12-03,219.99136196582901
2019-12-04,288.1457281631887
2019-12-05,267.28555291705305
2019-12-06,247.7590666017527
2019-12-07,271.6802575873799
2019-12-08,248.46461123332884
2019-12-09,329.86731807385206
2019-12-10,273.8673292743763
2019-12-11,298.54768289576975
2019-12-12,320.55906223046827
2019-12-13,282.16140012408755
2019-12-14,234.63579138708855
2019-12-15,246.9015672923681
2019-12-16,294.219542535699
2019-12-17,337.27729944135575
2019-12-18,375.72221366050576
2019-12-19,344.5066488082563
2019-12-20,263.92340598955843
2019-12-21,272.5331529028276
2019-12-22,193.76932089612183
2019-12-23,369.0574129278581
2019-12-24,235.8125386383417
2019-12-25,288.41972010506817
2019-12-26,229.90216219961593
2019-12-27,361.7643007898363
2019-12-28,364.8389585184478
2019-12-29,344.47167548410647
2019-12-30,293.14596113519235
2019-12-31,345.6669660745077
2020-01-01,179.9389764057082
2020-01-02,211.20462409052084
2020-01-03,200.62962003908973
2020-01-04,204.8838049274416
2020-01-05,161.3495108072267
2020-01-06,201.22550871294715
2020-01-07,224.8999145622725
2020-01-08,272.5571803897521
2020-01-09,247.96354130426033
2020-01-10,307.65912287557785
2020-01-11,161.63262185559753
2020-01-12,243.61603183603393
2020-01-13,209.1671002869176
2020-01-14,309.4901466608836
2020-01-15,159.58508573224242
2020-01-16,158.0139078909612
2020-01-17,170.0303677277989
2020-01-18,93.80521378450966
2020-01-19,173.71224891596194
2020-01-20,162.0433669223151
2020-01-21,207.51968932381038
2020-01-22,217.08779878885798
2020-01-23,293.8085419607943
2020-01-24,247.5211919093025
2020-01-25,171.15481721687985
2020-01-26,155.0792664325821
2020-01-27,224.59595857532528
2020-01-28,133.9883396489679
2020-01-29,291.5729382927177
2020-01-30,258.97200603606433
2020-01-31,176.54121739476477
2020-02-01,114.34327354545613
2020-02-02,267.69361870827066
2020-02-03,194.2730077373691
2020-02-04,261.8908155986731
2020-02-05,120.27861706028165
2020-02-06,170.03124885231136
2020-02-07,200.26218498590916
2020-02-08,202.3490296882371
2020-02-09,177.4967264260378
2020-02-10,231.14249661737495
2020-02-11,146.61897853087027
2020-02-12,192.88102574893531
2020-02-13,206.01478158559493
2020-02-14,225.72194170293744
2020-02-15,235.5807439044445
2020-02-16,143.76789540810654
2020-02-17,123.29429146321888
2020-02-18,263.88384109492546
2020-02-19,216.61570059897957
2020-02-20,162.57567317217232
2020-02-21,277.55759877612616
2020-02-22,205.78373171464293
2020-02-23,258.96485920319134
2020-02-24,203.37592407050545
2020-02-25,303.03739624409934
2020-02-26,287.7670421221602
2020-02-27,187.55179257604632
2020-02-28,248.57854754771776
2020-02-29,232.2687974792574
2020-03-01,268.43157787661744
2020-03-02,151.7538269709948
2020-03-03,234.30257299992195
2020-03-04,252.92122434247938
2020-03-05,112.06302567884428
2020-03-06,140.83707436671125
2020-03-07,98.03839111199497
2020-03-08,186.5296582777721
2020-03-09,235.8771127897981
2020-03-10,275.1178526048014
2020-03-11,203.70473902098877
2020-03-12,281.4307772785646
2020-03-13,130.99492708925544
2020-03-14,114.83087803224227
2020-03-15,197.22261505516906
2020-03-16,219.20327244696537
2020-03-17,198.36526259529535
2020-03-18,96.62789499800617
2020-03-19,195.54399802436058
2020-03-20,134.77652497475734
2020-03-21,233.48362744150194
2020-03-22,218.32991230484242
2020-03-23,153.00601068363224
2020-03-24,174.30665413316532
2020-03-25,147.0393239055524
2020-03-26,196.8660451363414
2020-03-27,247.75711602506192
2020-03-28,150.71369768322282
2020-03-29,225.20232577589223
2020-03-30,173.48711908137795
2020-03-31,160.3563583868828
2020-04-01,139.70889360006484
2020-04-02,3.883410045829635
2020-04-03,127.94548730352628
2020-04-04,50.81148406374675
2020-04-05,199.22295021785652
2020-04-06,109.34920467504148
2020-04-07,90.57235436670197
2020-04-08,134.59361652871388
2020-04-09,113.06925335608523
2020-04-10,113.3615800721935
2020-04-11,121.79196149832396
2020-04-12,91.55969545462472
2020-04-13,110.19969616970864
2020-04-14,132.30317735513836
2020-04-15,108.89587659295543
2020-04-16,0.0
2020-04-17,68.35068392916432
2020-04-18,139.17020920890423
2020-04-19,151.91736125277097
2020-04-20,124.15584527342092
2020-04-21,131.75835577723004
2020-04-22,86.71060903332068
2020-04-23,285.3178726523865
2020-04-24,182.08615637479969
2020-04-25,131.054547844421
2020-04-26,102.66567989076474
2020-04-27,59.156010339101584
2020-04-28,166.89138979622885
2020-04-29,81.15995868800806
2020-04-30,71.98651145187554
2020-05-01,167.67135578787367
2020-05-02,145.92259981928026
2020-05-03,284.3570817536282
2020-05-04,244.08198784747253
2020-05-05,199.60136793416913
2020-05-06,273.9972069445013
2020-05-07,203.8684153823809
2020-05-08,156.93578993358682
2020-05-09,276.15620386348286
2020-05-10,226.94550218423294
2020-05-11,148.13769228367718
2020-05-12,190.4830660958196
2020-05-13,156.21908733076214
2020-05-14,130.8600134517832
2020-05-15,246.30887737658207
2020-05-16,295.47083202350655
2020-05-17,130.07162130904294
2020-05-18,228.14846183452855
2020-05-19,167.46787154390864
2020-05-20,175.6437308117652
2020-05-21,170.38030378805655
2020-05-22,156.8004615160092
2020-05-23,202.42608139724135
2020-05-24,158.4524941794481
2020-05-25,213.52284128899194
2020-05-26,197.48809452754315
2020-05-27,188.05259765667952
2020-05-28,154.6218168979201
2020-05-29,171.16143347158336
2020-05-30,237.7695612912878
2020-05-31,225.04585938121903
2020-06-01,151.12223776007244
2020-06-02,204.9666152714613
2020-06-03,237.56935616858945
2020-06-04,116.52973594393141
2020-06-05,227.16800961899676
2020-06-06,166.86881205270765
2020-06-07,228.52993342965797
2020-06-08,161.83704217287416
2020-06-09,109.75589496677405
2020-06-10,118.62287810584186
2020-06-11,202.4042473330691
2020-06-12,212.98612508607408
2020-06-13,154.78416874477958
2020-06-14,231.9296229388687
2020-06-15,116.923996886552
2020-06-16,196.69601006763418
2020-06-17,139.44919001187716
2020-06-18,167.40819460989204
2020-06-19,202.3699335658207
2020-06-20,156.9793317358024
2020-06-21,180.77222278850874
2020-06-22,250.31464046072202
2020-06-23,171.15540652384257
2020-06-24,241.7846056032571
2020-06-25,143.5146572671191
2020-06-26,226.49020889576414
2020-06-27,272.078431032895
2020-06-28,76.41777499363553
2020-06-29,160.15523722647617
2020-06-30,228.853606359027
2020-07-01,102.83415334412793
2020-07-02,185.23416305467427
2020-07-03,79.87433369777526
2020-07-04,99.32362052537727
2020-07-05,172.02820750753966
2020-07-06,167.1674059875632
2020-07-07,95.89097239086189
2020-07-08,173.16936366449627
2020-07-09,49.228980088745544
2020-07-10,83.04911851539397
2020-07-11,119.52244628177122
2020-07-12,141.39567944864604
2020-07-13,82.2009685833352
2020-07-14,132.2085811024483
2020-07-15,207.6073601588809
2020-07-16,191.1764429639656
2020-07-17,98.6179986705256
2020-07-18,222.47213101534666
2020-07-19,102.93301318938344
2020-07-20,45.211002485051
2020-07-21,91.6615827318228
2020-07-22,0.0
2020-07-23,69.68502218010649
2020-07-24,102.64677533226227
2020-07-25,236.5912485539415
2020-07-26,145.8386221790522
2020-07-27,72.65204256018129
2020-07-28,157.21877164997733
2020-07-29,0.0
2020-07-30,119.98119272359715
2020-07-31,152.7817861996474
2020-08-01,126.07068771100792
2020-08-02,257.1877021603465
2020-08-03,216.9248203747207
2020-08-04,179.23560430495994
2020-08-05,231.63909330531425
2020-08-06,313.5346428902198
2020-08-07,209.09331275292476
2020-08-08,212.4110293150168
2020-08-09,177.0319550229878
2020-08-10,157.50778152676043
2020-08-11,241.51679082721228
2020-08-12,157.19580870455664
2020-08-13,203.57831186096962
2020-08-14,176.11712766174418
2020-08-15,223.9489912873196
2020-08-16,216.6831052643474
2020-08-17,251.87699721289496
2020-08-18,174.49918005726266
2020-08-19,186.50625323533143
2020-08-20,151.06181421088462
2020-08-21,177.78533699619442
2020-08-22,218.8650246522426
2020-08-23,237.8494308322676
2020-08-24,153.89173379111872
2020-08-25,243.480296005283
2020-08-26,267.78189294024753
2020-08-27,220.67174516118504
2020-08-28,293.8397906279033
2020-08-29,161.31054004482135
2020-08-30,137.76726483442914
2020-08-31,111.06398755478607
2020-09-01,274.8022155744592
2020-09-02,232.71828281770289
2020-09-03,197.22076645447726
2020-09-04,213.998431315991
2020-09-05,143.72554763508117
2020-09-06,322.2875989808413
2020-09-07,206.46105909876138
2020-09-08,205.46973973024464
2020-09-09,236.28833119493459
2020-09-10,224.05046158683567
2020-09-11,211.19420121395657
2020-09-12,160.4762772277344
2020-09-13,223.57341785679978
2020-09-14,294.1012248237517
2020-09-15,267.27100230774886
2020-09-16,279.65933133196984
2020-09-17,174.43921617844074
2020-09-18,150.51975898707096
2020-09-19,193.7106539950176
2020-09-20,202.78624561443473
2020-09-21,254.70957592354742
2020-09-22,115.37676851425903
2020-09-23,276.4775159730307
2020-09-24,192.09960507105052
2020-09-25,178.655946502629
2020-09-26,149.39478123699163
2020-09-27,117.25716640671153
2020-09-28,241.15852919809572
2020-09-29,203.6658983594202
2020-09-30,135.5019550129473
2020-10-01,135.2460613968192
2020-10-02,183.21076503549358
2020-10-03,283.45107626446963
2020-10-04,187.02043243181976
2020-10-05,124.8428523440947
2020-10-06,187.71284679570277
2020-10-07,186.36382151261648
2020-10-08,65.15566785292143
2020-10-09,197.28525667410938
2020-10-10,188.4532734895661
2020-10-11,234.8103182406709
2020-10-12,292.44780474726724
2020-10-13,256.3282514773879
2020-10-14,186.55556547225848
2020-10-15,144.6737045629165
2020-10-16,328.667990162493
2020-10-17,202.9609217007244
2020-10-18,200.6964645956473
2020-10-19,198.79374564449984
2020-10-20,209.90423803839275
2020-10-21,192.78197940380286
2020-10-22,171.31689965598818
2020-10-23,172.65705293798038
2020-10-24,198.3623364892001
2020-10-25,172.82876144331175
2020-10-26,164.3577108661418
2020-10-27,205.32151138459483
2020-10-28,187.25113912895725
2020-10-29,275.1996494291344
2020-10-30,67.45150958034941
2020-10-31,254.57534259612308
2020-11-01,349.9396010567814
2020-11-02,201.6721245708838
2020-11-03,276.7668268407608
2020-11-04,309.75230376775403
2020-11-05,267.8925079358923
2020-11-06,229.66958720013824
2020-11-07,191.22188958439745
2020-11-08,314.1653072470492
2020-11-09,367.1035727338748
2020-11-10,319.44309050275297
2020-11-11,249.96797948406243
2020-11-12,259.09055562037713
2020-11-13,373.4939673833229
2020-11-14,324.22589159980015
2020-11-15,272.4332405334684
2020-11-16,338.92309585052203
2020-11-17,284.02814396444757
2020-11-18,318.02201894203085
2020-11-19,323.9370166426285
2020-11-20,332.90885813717813
2020-11-21,294.81960395688657
2020-11-22,331.2428720224905
2020-11-23,285.62852760146603
2020-11-24,323.7983900793969
2020-11-25,299.4252565187054
2020-11-26,305.9830717771166
2020-11-27,280.3679318404644
2020-11-28,238.5715674755
2020-11-29,345.83659109457693
2020-11-30,334.19071581111365
2020-12-01,292.85177828924617
2020-12-02,351.4493829420387
2020-12-03,297.49346744087353
2020-12-04,285.18523714251455
2020-12-05,244.4809535778793
2020-12-06,330.7146023610172
2020-12-07,183.50508308117946
2020-12-08,345.1351625762033
2020-12-09,183.69454143162721
2020-12-10,360.4423303281306
2020-12-11,303.07202124071307
2020-12-12,297.43034140236466
2020-12-13,293.94175583382173
2020-12-14,317.1368545952399
2020-12-15,317.57833063180567
2020-12-16,357.7440706932309
2020-12-17,226.69271977894715
2020-12-18,269.94167232034374
2020-12-19,276.0558871604426
2020-12-20,248.7649291003023
2020-12-21,339.38723764445115
2020-12-22,275.72161366091666
2020-12-23,281.341202962607
2020-12-24,328.62548986392744
2020-12-25,368.17231738039516
2020-12-26,296.7475314704505
2020-12-27,287.4382578085481
2020-12-28,292.84297872644595
2020-12-29,260.9132285250068
2020-12-30,245.5576909882352
2020-12-31,316.6089116499036
2021-01-01,151.0813611192484
2021-01-02,220.4126377857236
2021-01-03,114.87081978810798
2021-01-04,251.45778186628218
2021-01-05,223.62987412065215
2021-01-06,212.80148671569378
2021-01-07,249.1345491972757
2021-01-08,283.27372222312886
2021-01-09,250.7185032509065
2021-01-10,107.95628843341774
2021-01-11,136.02115166321494
2021-01-12,168.75907111521605
2021-01-13,201.3045525105417
2021-01-14,225.88295102345614
2021-01-15,163.71280934232672
2021-01-16,209.33833822385392
2021-01-17,162.23085338233386
2021-01-18,169.4241098504026
2021-01-19,129.66694515758888
2021-01-20,153.8383376944548
2021-01-21,132.41576971918332
2021-01-22,151.20633735113336
2021-01-23,252.682089830392
2021-01-24,152.53005555840286
2021-01-25,331.61910324186954
2021-01-26,224.66589504404448
2021-01-27,209.2418061847437
2021-01-28,157.08211099093933
2021-01-29,235.01549397044957
2021-01-30,171.2181086881113
2021-01-31,206.10049073226807
2021-02-01,328.00422691343977
2021-02-02,195.1970050137675
2021-02-03,257.4636663142838
2021-02-04,164.84117874370563
2021-02-05,198.25057547515192
2021-02-06,288.5400317817755
2021-02-07,168.65164711061163
2021-02-08,290.62242789984646
2021-02-09,235.38759677277378
2021-02-10,171.8766612052866
2021-02-11,231.62038695277604
2021-02-12,248.6277224813365
2021-02-13,231.0904981108598
2021-02-14,121.48876400547718
2021-02-15,163.64314120875656
2021-02-16,187.62406822242477
2021-02-17,196.2783285449977
2021-02-18,231.0336048775339
2021-02-19,208.88505004666268
2021-02-20,133.23278206449493
2021-02-21,219.00989255029816
2021-02-22,230.52928726419117
2021-02-23,227.989522396552
2021-02-24,254.0390362777311
2021-02-25,241.6961077274452
2021-02-26,222.95900396142184
2021-02-27,196.49171442706765
2021-02-28,116.95195332420043
2021-03-01,221.4809109566293
2021-03-02,210.38438435815556
2021-03-03,213.57894185976866
2021-03-04,136.16257120898453
2021-03-05,145.94717297958687
2021-03-06,252.6576426666452
2021-03-07,198.02224230716726
2021-03-08,234.07503486863123
2021-03-09,201.41591880652305
2021-03-10,201.48780697478725
2021-03-11,246.9141902987999
2021-03-12,174.1977635891313
2021-03-13,204.80603884704917
2021-03-14,176.8862355647479
2021-03-15,178.27518862838423
2021-03-16,184.54139382656803
2021-03-17,211.10668858168563
2021-03-18,176.06256891682614
2021-03-19,262.78780627867604
2021-03-20,155.26963488902481
2021-03-21,190.65641779193206
2021-03-22,178.01344708629125
2021-03-23,272.3488942176866
2021-03-24,209.82773882557873
2021-03-25,251.59222697343174
2021-03-26,125.7219813481514
2021-03-27,213.35251329346295
2021-03-28,244.48153978117185
2021-03-29,204.1141994637712
2021-03-30,253.27401875326757
2021-03-31,174.1355774949814
2021-04-01,185.65015257778302
2021-04-02,234.85352557636008
2021-04-03,88.74992688562655
2021-04-04,62.00548568637117
2021-04-05,164.1825997926453
2021-04-06,243.52554634003275
2021-04-07,170.4746326893952
2021-04-08,70.96106180802892
2021-04-09,146.91713050943727
2021-04-10,59.52043650506664
2021-04-11,109.1707934575709
2021-04-12,123.8523747897972
2021-04-13,65.36623989864995
2021-04-14,95.49110082158154
2021-04-15,149.00604864862763
2021-04-16,275.25629340505117
2021-04-17,86.46963141063495
2021-04-18,157.4619997617528
2021-04-19,153.6679048519484
2021-04-20,112.02601692400367
2021-04-21,154.20027008352005
2021-04-22,46.485153933852416
2021-04-23,135.53307625677792
2021-04-24,157.51467863709945
2021-04-25,108.7254181504727
2021-04-26,139.21431938620003
2021-04-27,243.58414318084266
2021-04-28,116.11103955963009
2021-04-29,106.74861978565443
2021-04-30,115.38705509956881
2021-05-01,172.22614404198725
2021-05-02,168.13064363467413
2021-05-03,259.4508265553776
2021-05-04,271.0252123994927
2021-05-05,171.4626853125262
2021-05-06,158.38222134478855
2021-05-07,223.5707778193202
2021-05-08,172.38884778595144
2021-05-09,231.64659088777555
2021-05-10,210.14615104256498
2021-05-11,124.2127942501384
2021-05-12,277.3752600665031
2021-05-13,289.7938836547761
2021-05-14,169.36056547578067
2021-05-15,180.6149220032008
2021-05-16,214.29326953624525
2021-05-17,216.72283949935124
2021-05-18,232.92721363364151
2021-05-19,300.5102269383175
2021-05-20,191.15263862529753
2021-05-21,160.08513777307732
2021-05-22,131.03403859927363
2021-05-23,163.45349800290404
2021-05-24,198.34365135631015
2021-05-25,289.7278931758894
2021-05-26,174.11943504819143
2021-05-27,211.18939758194492
2021-05-28,199.1788551963624
2021-05-29,259.4196636724042
2021-05-30,326.3466212936811
2021-05-31,173.45656135398397
2021-06-01,175.52802787408888
2021-06-02,252.2080438534536
2021-06-03,234.09457448131556
2021-06-04,292.3353662868017
2021-06-05,229.1964092662982
2021-06-06,182.035395460647
2021-06-07,229.53274153461547
2021-06-08,255.4351790291454
2021-06-09,241.0241090598682
2021-06-10,225.36370155536488
2021-06-11,253.3337344794577
2021-06-12,258.4647795222836
2021-06-13,269.10794955187635
2021-06-14,232.43549437948212
2021-06-15,191.64409598415727
2021-06-16,207.33568432166615
2021-06-17,260.3254483254178
2021-06-18,159.15321645063818
2021-06-19,218.43366544364505
2021-06-20,180.33305938363196
2021-06-21,201.4372411467409
2021-06-22,263.92259313036493
2021-06-23,209.55495340099517
2021-06-24,202.32182740780743
2021-06-25,132.00719295100404
2021-06-26,237.31267830136102
2021-06-27,232.27420905705378
2021-06-28,308.16273616527303
2021-06-29,184.61108825234996
2021-06-30,210.95751638319695
2021-07-01,137.65756598324043
2021-07-02,147.5214095839034
2021-07-03,156.3922576685931
2021-07-04,182.3579182248192
2021-07-05,106.25971566101872
2021-07-06,135.6101664723739
2021-07-07,117.75050143227107
2021-07-08,98.50735902303309
2021-07-09,191.8500536850945
2021-07-10,13.893943623038922
2021-07-11,106.31070756716574
2021-07-12,99.63130149741242
2021-07-13,115.03308504827703
2021-07-14,62.012102450911414
2021-07-15,69.79104647614136
2021-07-16,129.8818163410313
2021-07-17,159.2239627797531
2021-07-18,69.86715104454504
2021-07-19,91.27989919336709
2021-07-20,236.66038958241498
2021-07-21,33.800140691014306
2021-07-22,30.391163261559086
2021-07-23,81.59910507686794
